qid,question.en,question.vi,answer.en,answer.vi,url
crawled_010,"How do I choose what fabric mask to buy, or ideal fit and fabrics if I make my own?","Làm thế nào để tôi chọn loại khẩu trang vải nào để mua, hoặc kiểu dáng và chất liệu lý tưởng nếu tôi tự làm?","Filtration, breathability and fit are all important.

If you purchase a non\-medical mask, check the labels to make sure it complies with the ASTM F3502 standard or CEN/TS17553\.

If you choose to make your own mask, it should be made of three layers of fabric:

• Inner layer of absorbent material, such as cotton.
• Middle layer of non\-woven non\-absorbent material, such as polypropylene.
• Outer layer of non\-absorbent material, such as polyester or polyester blend.

__Watch__ __the video__ __on WHO’s recommended fabric mask materials and composition for more information. __

__For either type of mask, you should choose the one that fits your face well \- cover your nose, cheeks and chin without leaving gaps on the sides. Masks with vents or exhalation valves are not advised because they allow unfiltered breath to escape the mask. __","Lọc, khả năng thở và độ vừa vặn đều quan trọng.

Nếu bạn mua khẩu trang không phải y tế, hãy kiểm tra nhãn để đảm bảo rằng nó tuân thủ tiêu chuẩn ASTM F3502 hoặc CEN/TS17553.

Nếu bạn chọn tự làm khẩu trang, nó nên được làm từ ba lớp vải:

• Lớp trong cùng là vật liệu thấm hút, chẳng hạn như cotton.
• Lớp giữa là vật liệu không dệt không thấm hút, chẳng hạn như polypropylene.
• Lớp ngoài là vật liệu không thấm hút, chẳng hạn như polyester hoặc hỗn hợp polyester.

__Xem video__ __về các vật liệu và thành phần khẩu trang vải được WHO khuyến nghị để biết thêm thông tin.__

__Đối với bất kỳ loại khẩu trang nào, bạn nên chọn loại vừa vặn với khuôn mặt của bạn - che kín mũi, má và cằm mà không để hở hai bên. Không khuyến khích sử dụng khẩu trang có van hoặc van thở ra vì chúng cho phép hơi thở không được lọc thoát ra ngoài.__",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-masks
crawled_011,Where can I find the latest information on COVID\-19?,Tôi có thể tìm thông tin mới nhất về COVID-19 ở đâu?,"For the latest information on COVID\-19, check regularly on the WHO’s coronavirus pages: https: //www. who. int/emergencies/diseases/novel\-coronavirus\-2019","Để có thông tin mới nhất về COVID-19, hãy thường xuyên kiểm tra các trang về coronavirus của WHO: https://www.who.int/emergencies/diseases/novel-coronavirus-2019",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-climate-change
crawled_012,"Can I get sick with COVID\-19 through contact with urine, faeces or sewage?","Tôi có thể bị nhiễm COVID-19 thông qua tiếp xúc với nước tiểu, phân hoặc nước thải không?","While fragments of SARS\-CoV\-2 genetic material (RNA) have been detected in the urine or faeces of some patients, there have been no reports to date of transmission of COVID\-19 through urine or faeces. It remains important to protect yourself with personal protective equipment whenever contact with bodily fluids may occur and to clean your hands frequently
Infectious SARS\-CoV\-2 has also not been detected in wastewater, suggesting transmission through contact or contamination with sewage is highly unlikely.
Guidance for water, sanitation, hygiene and waste management can be found here.","Trong khi các mảnh vật liệu di truyền (RNA) của SARS-CoV-2 đã được phát hiện trong nước tiểu hoặc phân của một số bệnh nhân, cho đến nay chưa có báo cáo nào về việc lây truyền COVID-19 qua nước tiểu hoặc phân. Việc bảo vệ bản thân bằng thiết bị bảo hộ cá nhân khi có khả năng tiếp xúc với dịch cơ thể và rửa tay thường xuyên vẫn rất quan trọng. SARS-CoV-2 có khả năng lây nhiễm cũng chưa được phát hiện trong nước thải, cho thấy việc lây truyền qua tiếp xúc hoặc ô nhiễm với nước thải là rất khó xảy ra. Hướng dẫn về nước, vệ sinh, vệ sinh cá nhân và quản lý chất thải có thể được tìm thấy tại đây.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/environmental-surveillance
crawled_013,What are the recommended practices once back home after outdoor activities?,Các biện pháp được khuyến nghị khi trở về nhà sau các hoạt động ngoài trời là gì?,"Thorough hand hygiene: washing hands with soap and water or using alcohol\-based hand gel, should be performed before touching surfaces, items, pets, and people within the household environment. Please see: https: //www. who. int/media/docs/default\-source/integrated\-health\-services\-(ihs)/infection\-prevention\-and\-control/hand\-hygiene\-when\-and\-how\-leaflet. pdf

While outside, people should always follow physical distancing measures, staying at least one metre from another person; perform hand hygiene by washing hands frequently with soap and water or using alcohol\-based hand rub; follow good respiratory hygiene
by covering your mouth and nose with your bent elbow or tissue when coughing or sneezing; avoid touching your eyes, nose and mouth; and avoid crowded places.","Vệ sinh tay kỹ lưỡng: rửa tay bằng xà phòng và nước hoặc sử dụng gel rửa tay có cồn, nên được thực hiện trước khi chạm vào bề mặt, đồ vật, thú cưng và người trong môi trường gia đình. Vui lòng xem: https://www.who.int/media/docs/default-source/integrated-health-services-(ihs)/infection-prevention-and-control/hand-hygiene-when-and-how-leaflet.pdf

Khi ra ngoài, mọi người nên luôn tuân thủ các biện pháp giãn cách vật lý, giữ khoảng cách ít nhất một mét với người khác; thực hiện vệ sinh tay bằng cách rửa tay thường xuyên với xà phòng và nước hoặc sử dụng dung dịch rửa tay có cồn; tuân thủ vệ sinh hô hấp tốt bằng cách che miệng và mũi bằng khuỷu tay gập hoặc khăn giấy khi ho hoặc hắt hơi; tránh chạm vào mắt, mũi và miệng; và tránh những nơi đông người.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-cleaning-and-disinfecting-surfaces-in-non-health-care-settings
crawled_014,Who is most vulnerable?,Ai là người dễ bị tổn thương nhất?,"Women who are displaced, who are migrants or refugees, and those living in conflict\-affected areas, older women and women with disabilities are particularly at risk of violence and are likely to be disproportionately affected by violence during COVID\-19\.","Phụ nữ bị di dời, phụ nữ di cư hoặc tị nạn, và những người sống trong các khu vực bị ảnh hưởng bởi xung đột, phụ nữ lớn tuổi và phụ nữ khuyết tật đặc biệt có nguy cơ bị bạo lực và có khả năng bị ảnh hưởng không cân xứng bởi bạo lực trong thời kỳ COVID-19.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-violence-against-women
crawled_015,Is there a risk of heart inflammation (myocarditis or pericarditis) from mRNA COVID\-19 vaccines?,Vắc xin mRNA COVID-19 có nguy cơ gây viêm cơ tim (viêm cơ tim hoặc viêm màng ngoài tim) không?,"Globally, mRNA vaccines such as Pfizer and Moderna have been used to protect millions of people against COVID\-19\. A significant amount of data is available from both clinical trials and country surveillance programmes on their efficacy and safety. Some mild side effects are expected after vaccination; these are a normal sign that the body is developing protection.

There have been reports of very rare cases of myocarditis (inflammation of the heart muscle) and pericarditis (inflammation of the membrane surrounding the heart) following the second dose of mRNA COVID\-19 vaccines. Myocarditis and pericarditis can be caused by many factors, including infections, viruses, medicines and environmental factors. The currently available data suggests that there is also a potential relationship between these symptoms and mRNA vaccines. Research is underway to understand more.

Cases have been mostly reported in younger men aged 12 – 29 (40\. 6 cases of myocarditis per million second doses) compared to females of the same age group (4\. 2 cases per million second doses)\[1].

The symptoms of myocarditis and pericarditis are generally mild. Fast treatment with medication and rest can help to avoid long term heart damage and death. If you experience new and persisting chest pain, shortness of breath or have a racing or pounding heartbeat within a few days of vaccination, contact your doctor immediately. The benefits of these vaccines greatly outweigh the risk of myocarditis and pericarditis by preventing deaths and hospitalisations due to COVID\-19\.

For more information, please read the updated guidance from the COVID\-19 subcommittee of the WHO Global Advisory Committee on Vaccine Safety (GACVS).

Click here to see an infographic on myocarditis and pericarditis.","Trên toàn cầu, các vắc-xin mRNA như Pfizer và Moderna đã được sử dụng để bảo vệ hàng triệu người chống lại COVID-19. Một lượng lớn dữ liệu có sẵn từ cả các thử nghiệm lâm sàng và các chương trình giám sát quốc gia về hiệu quả và độ an toàn của chúng. Một số tác dụng phụ nhẹ được mong đợi sau khi tiêm chủng; đây là dấu hiệu bình thường cho thấy cơ thể đang phát triển khả năng bảo vệ.

Đã có báo cáo về các trường hợp rất hiếm gặp viêm cơ tim (viêm cơ tim) và viêm màng ngoài tim (viêm màng bao quanh tim) sau liều thứ hai của vắc-xin mRNA COVID-19. Viêm cơ tim và viêm màng ngoài tim có thể do nhiều yếu tố gây ra, bao gồm nhiễm trùng, virus, thuốc và các yếu tố môi trường. Dữ liệu hiện có cho thấy cũng có mối quan hệ tiềm năng giữa các triệu chứng này và vắc-xin mRNA. Nghiên cứu đang được tiến hành để hiểu rõ hơn.

Các trường hợp chủ yếu được báo cáo ở nam giới trẻ tuổi từ 12 – 29 tuổi (40,6 trường hợp viêm cơ tim trên một triệu liều thứ hai) so với nữ giới cùng nhóm tuổi (4,2 trường hợp trên một triệu liều thứ hai).

Các triệu chứng của viêm cơ tim và viêm màng ngoài tim thường nhẹ. Điều trị nhanh chóng bằng thuốc và nghỉ ngơi có thể giúp tránh tổn thương tim lâu dài và tử vong. Nếu bạn gặp phải đau ngực mới và kéo dài, khó thở hoặc tim đập nhanh hoặc mạnh trong vòng vài ngày sau khi tiêm chủng, hãy liên hệ ngay với bác sĩ của bạn. Lợi ích của các vắc-xin này vượt trội hơn nhiều so với nguy cơ viêm cơ tim và viêm màng ngoài tim bằng cách ngăn ngừa tử vong và nhập viện do COVID-19.

Để biết thêm thông tin, vui lòng đọc hướng dẫn cập nhật từ tiểu ban COVID-19 của Ủy ban Tư vấn Toàn cầu về An toàn Vắc-xin của WHO (GACVS).

Nhấp vào đây để xem đồ họa thông tin về viêm cơ tim và viêm màng ngoài tim.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines-safety
crawled_016,Should teachers and other staff with underlying health conditions return to school?,Giáo viên và nhân viên khác có bệnh lý nền có nên trở lại trường học không?,"Adults 60 years and older and people with underlying health conditions are at higher risk for severe disease and death. The decision to return to a teaching environment depends on the individual and should include consideration of local disease trends, as well as the measures being put in place in schools to prevent further spread.","Người lớn từ 60 tuổi trở lên và những người có bệnh lý nền có nguy cơ cao mắc bệnh nặng và tử vong. Quyết định quay trở lại môi trường giảng dạy phụ thuộc vào từng cá nhân và nên bao gồm việc xem xét xu hướng dịch bệnh tại địa phương, cũng như các biện pháp được thực hiện trong trường học để ngăn chặn sự lây lan thêm.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-schools
crawled_017,So how do I stay safe while exercising in COVID\-19?,Vậy làm thế nào để tôi giữ an toàn khi tập thể dục trong thời gian dịch COVID-19?,"**Do not exercise if you have a fever, cough and difficulty breathing. ** Stay home and rest, seek medical attention and call in advance. Follow the directions of your local health authority.

**If you** **are able to go for a walk or bicycle ride** always practice physical distancing and wash your hands with water and soap before you leave, when you get to where you are going, and as soon as you get home.   If water and soap are not immediately available, use alcohol\-based hand rub.

**If you go to a park or public open space to walk, run or exercise** always practice physical distancing and wash your hands with water and soap, before you leave, when you get to where you are going, and as soon as you get home.   If water and soap are not immediately available, use alcohol\-based hand rub. Follow the directions of your local health authority in regards to any restrictions on the number of people with you and/or restrictions on the use of public outdoor play or exercise equipment.

**If you are not regularly active start slowly and with low intensity activities**, like walking and low impact exercises. Start with shorter amounts, like 5\-10 minutes, and gradually build up to 30 minutes or more continuously over a few weeks. It is better and safer to be active for short periods more frequently than to try and be active for long periods when you are not used to it.

**Choose the right activity so that you reduce the risk of injury** and that you enjoy the activity. Choose the right intensity according to your health status and fitness level. You should be able to breath comfortably and hold a conversation while you do light\- and moderate\-intensity physical activity.","**Không nên tập thể dục nếu bạn bị sốt, ho và khó thở.** Hãy ở nhà và nghỉ ngơi, tìm kiếm sự chăm sóc y tế và gọi điện trước. Tuân theo hướng dẫn của cơ quan y tế địa phương.

**Nếu bạn có thể đi bộ hoặc đi xe đạp** luôn thực hành giãn cách xã hội và rửa tay bằng nước và xà phòng trước khi rời đi, khi đến nơi và ngay khi về nhà. Nếu nước và xà phòng không có sẵn ngay lập tức, hãy sử dụng dung dịch rửa tay có cồn.

**Nếu bạn đến công viên hoặc không gian công cộng để đi bộ, chạy hoặc tập thể dục** luôn thực hành giãn cách xã hội và rửa tay bằng nước và xà phòng, trước khi rời đi, khi đến nơi và ngay khi về nhà. Nếu nước và xà phòng không có sẵn ngay lập tức, hãy sử dụng dung dịch rửa tay có cồn. Tuân theo hướng dẫn của cơ quan y tế địa phương về bất kỳ hạn chế nào về số lượng người đi cùng bạn và/hoặc hạn chế sử dụng thiết bị chơi hoặc tập thể dục ngoài trời công cộng.

**Nếu bạn không thường xuyên hoạt động, hãy bắt đầu từ từ và với các hoạt động cường độ thấp**, như đi bộ và các bài tập nhẹ nhàng. Bắt đầu với thời gian ngắn, như 5-10 phút, và dần dần tăng lên 30 phút hoặc hơn liên tục trong vài tuần. Tốt hơn và an toàn hơn khi hoạt động trong thời gian ngắn thường xuyên hơn là cố gắng hoạt động trong thời gian dài khi bạn chưa quen.

**Chọn hoạt động phù hợp để giảm nguy cơ chấn thương** và để bạn thích thú với hoạt động đó. Chọn cường độ phù hợp theo tình trạng sức khỏe và mức độ thể lực của bạn. Bạn nên có thể thở thoải mái và trò chuyện trong khi thực hiện các hoạt động thể chất cường độ nhẹ và vừa phải.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-staying-active
crawled_018,What additional measures should be taken at workplaces and for jobs at high risk?,Nên thực hiện thêm các biện pháp nào tại nơi làm việc và đối với những công việc có nguy cơ cao?,"In work areas at high risk, assess the possibility of suspending the activity; enhance regular hand hygiene; provide medical masks, disposable gowns, gloves, and eye protection for workers who must work in the homes of people who are suspected or known to have COVID\-19; train workers in infection prevention and control practices and use of personal protective equipment; avoid assigning tasks with high risk to workers who have pre\-existing medical conditions, are pregnant, or older than 60 years of age.","Trong các khu vực làm việc có nguy cơ cao, đánh giá khả năng tạm ngừng hoạt động; tăng cường vệ sinh tay thường xuyên; cung cấp khẩu trang y tế, áo choàng dùng một lần, găng tay và bảo vệ mắt cho những nhân viên phải làm việc tại nhà của những người bị nghi ngờ hoặc đã xác nhận mắc COVID-19; đào tạo nhân viên về các biện pháp phòng ngừa và kiểm soát nhiễm trùng cũng như cách sử dụng thiết bị bảo hộ cá nhân; tránh giao nhiệm vụ có nguy cơ cao cho những nhân viên có bệnh lý nền, đang mang thai hoặc trên 60 tuổi.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-covid-19-health-and-safety-in-the-workplace
crawled_019,Why are farmed wild mammals considered safer than those captured in the wild?,Tại sao động vật có vú hoang dã được nuôi nhốt được coi là an toàn hơn so với động vật bị bắt trong tự nhiên?,"Farming of wild animals is a common practice in many parts of the world. This is done as a means of providing wild meat (as opposed to, for example, domesticated beef and pork) under more controlled settings. Farms that produce captive wild animals need to be registered, approved, and inspected for animal health and welfare standards by the relevant competent authorities. These measures contribute to reducing the introduction and spread of zoonotic diseases. These controls are not possible with captured wildlife, since their exposure to pathogens cannot be monitored or regulated.","Chăn nuôi động vật hoang dã là một thực hành phổ biến ở nhiều nơi trên thế giới. Điều này được thực hiện như một phương tiện cung cấp thịt hoang dã (trái ngược với, ví dụ, thịt bò và thịt lợn đã được thuần hóa) trong các điều kiện kiểm soát hơn. Các trang trại sản xuất động vật hoang dã nuôi nhốt cần phải được đăng ký, phê duyệt và kiểm tra về tiêu chuẩn sức khỏe và phúc lợi động vật bởi các cơ quan có thẩm quyền liên quan. Những biện pháp này góp phần giảm thiểu sự xâm nhập và lây lan của các bệnh truyền nhiễm từ động vật sang người. Những kiểm soát này không thể thực hiện được với động vật hoang dã bị bắt, vì việc tiếp xúc của chúng với mầm bệnh không thể được giám sát hoặc điều chỉnh.",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/sale-of-live-wild-mammals-in-traditional-food-markets
